date,rain,maxtp,mintp,glorad,solargen
2024-05-18,0.22,16.47,9.97,1148.89,7020.47
2024-05-19,0.08,20.89,8.2,2696.22,14083.67
2024-05-20,1.66,21.23,9.29,2450.56,12927.19
2024-05-21,7.28,17.16,11.28,1258.78,9955.49
2024-05-22,1.11,16.28,9.73,1240.33,5841.48
2024-05-23,0.01,14.23,8.36,1534.0,8986.23
2024-05-24,0.3,14.09,8.11,1310.0,5665.51
2024-05-25,5.93,15.14,8.86,1225.67,7434.7
2024-05-26,8.0,15.54,9.49,1386.0,6254.48
2024-05-27,1.73,15.54,7.82,1763.11,9714.34
2024-05-28,5.64,16.39,11.11,1233.67,7684.02
2024-05-29,0.83,16.2,10.56,1361.67,7364.51
2024-05-30,0.8,15.21,10.09,1537.89,6614.85
2024-05-31,0.0,17.37,7.74,2669.56,13416.65
2024-06-01,0.0,18.49,7.32,2683.44,10944.26
2024-06-02,0.03,19.08,7.36,2113.22,12039.52
2024-06-03,0.31,17.23,12.02,1418.67,7876.94
2024-06-04,1.11,15.79,7.19,2090.78,7652.54
2024-06-05,0.64,14.79,6.01,2088.56,9721.32
2024-06-06,0.54,14.86,6.29,1903.78,10363.34
2024-06-07,0.51,15.97,7.63,1690.0,9018.51
2024-06-08,0.37,16.61,8.58,2451.11,5110.46
2024-06-09,3.81,14.0,8.19,1141.11,3313.24
2024-06-10,0.17,16.14,6.61,2382.67,10796.93
2024-06-11,0.07,15.13,5.72,2000.0,9585.42
2024-06-12,0.01,16.4,5.44,2363.56,11219.81
2024-06-13,12.09,17.32,10.74,1198.89,5129.65
2024-06-14,3.06,15.52,9.1,2391.11,12922.74
2024-06-15,3.56,15.82,7.96,1756.33,10489.03
2024-06-16,0.8,17.46,6.82,2276.78,14634.2
2024-06-17,0.1,16.42,9.78,1338.11,10988.4
2024-06-18,0.04,15.36,8.5,1692.78,9320.44
2024-06-19,0.0,18.18,5.43,2892.22,16686.28
2024-06-20,0.09,19.23,8.52,1977.44,14265.13
2024-06-21,7.1,16.38,10.44,1079.44,7625.69
2024-06-22,0.24,17.59,9.42,1368.78,11321.9
2024-06-23,0.04,21.22,11.7,2522.67,15144.21
2024-06-24,0.19,21.84,14.61,1526.33,10650.14
2024-06-25,0.26,19.04,12.14,1260.44,4734.73
2024-06-26,0.24,20.14,9.33,1674.44,16316.44
2024-06-27,3.32,14.99,11.44,1283.33,11058.02
2024-06-28,1.82,16.47,10.92,1658.0,16350.32
2024-06-29,4.54,16.87,9.87,1396.78,8532.27
2024-06-30,1.07,17.14,9.19,1474.56,13886.66
2024-07-01,1.4,17.36,10.09,1194.33,11487.05
2024-07-02,0.2,17.08,9.08,1483.11,12535.14
2024-07-03,1.04,17.07,9.62,1864.33,16651.36
2024-07-04,1.79,16.06,9.09,1746.22,14065.33
2024-07-05,2.24,15.9,8.14,1743.0,16385.91
2024-07-06,2.03,16.52,7.74,2156.11,18593.48
2024-07-07,2.21,16.91,9.13,2033.67,16643.9
2024-07-08,0.53,18.47,7.58,2061.67,20446.72
2024-07-09,6.77,16.01,11.22,864.22,6085.68
2024-07-10,3.67,17.41,11.39,1570.56,11013.55
2024-07-11,0.82,17.19,10.83,1732.33,14680.41
2024-07-12,0.21,16.8,10.67,1166.0,13311.85
2024-07-13,1.27,19.03,11.72,1837.22,15374.48
2024-07-14,1.43,19.33,11.39,1491.67,17286.99
2024-07-15,1.33,18.13,10.63,1380.56,11191.62
2024-07-16,0.01,19.16,12.49,1711.11,13688.49
2024-07-17,2.08,19.17,11.44,1349.67,16555.44
2024-07-18,3.22,18.49,12.93,1222.0,6862.57
2024-07-19,2.06,20.26,13.4,1530.44,14193.38
2024-07-20,5.48,17.26,10.47,1272.56,9709.23
2024-07-21,3.8,17.1,10.57,1102.56,12548.37
2024-07-22,5.26,19.18,13.31,1352.67,14188.32
2024-07-23,0.37,19.33,12.61,1685.44,15305.12
2024-07-24,2.74,19.37,13.76,959.44,8650.88
2024-07-25,0.9,19.07,11.36,1406.44,13945.03
2024-07-26,1.62,18.19,10.14,1898.11,20219.64
2024-07-27,2.69,19.87,11.3,2050.56,18548.36
2024-07-28,0.01,21.42,9.07,2298.67,24840.91
2024-07-29,0.5,20.0,12.0,1457.56,20388.15
2024-07-30,0.23,20.18,10.63,1952.22,22970.93
2024-07-31,0.1,21.51,11.42,1901.22,25192.69
2024-08-01,0.11,21.1,13.89,1728.89,22003.01
2024-08-02,3.16,19.61,10.78,1110.11,12399.55
2024-08-03,0.62,18.01,9.72,1475.56,17192.56
2024-08-04,4.81,18.76,13.04,642.78,5236.12
2024-08-05,4.28,19.57,11.32,1096.44,10681.54
2024-08-06,1.36,18.27,10.33,1708.44,18965.46
2024-08-07,1.53,18.02,12.59,1200.33,14585.92
2024-08-08,4.7,18.74,13.4,704.33,10273.71
2024-08-09,0.7,19.76,12.9,1983.22,16071.36
2024-08-10,0.43,20.72,11.81,2135.0,17098.57
2024-08-11,0.96,21.63,10.7,1412.0,17881.15
2024-08-12,3.37,20.06,13.91,1892.33,19411.22
2024-08-13,2.16,19.21,10.21,1725.11,16326.41
2024-08-14,0.61,18.63,7.87,1522.33,17084.72
2024-08-15,7.11,18.6,10.64,1428.67,10432.4
2024-08-16,0.04,17.13,9.73,1264.11,13479.12
2024-08-17,0.16,17.16,11.88,944.78,10446.36
2024-08-18,0.04,18.61,10.96,1563.56,13892.37
2024-08-19,8.99,18.64,11.56,693.22,6739.83
2024-08-20,1.94,16.5,10.33,1813.67,7662.3
2024-08-21,3.63,17.03,10.59,614.33,3365.65
2024-08-22,12.74,16.5,11.36,919.78,9994.57
2024-08-23,6.31,17.17,10.24,1690.78,12629.22
2024-08-24,2.58,16.24,8.9,1706.11,14583.28
2024-08-25,4.02,15.86,9.81,685.67,8290.43
2024-08-26,5.2,17.57,12.56,806.44,7885.42
2024-08-27,8.48,19.83,14.18,1310.33,9668.19
2024-08-28,3.61,17.92,11.38,1466.22,13744.81
2024-08-29,0.21,18.11,9.23,1711.56,16380.89
2024-08-30,0.06,18.94,6.7,1833.0,19999.42
2024-08-31,0.06,20.33,7.72,1833.67,19581.9
2024-09-01,1.18,18.1,11.63,685.44,5163.06
2024-09-02,4.16,16.61,9.36,988.33,5704.09
2024-09-03,0.9,16.69,8.84,935.44,9687.54
2024-09-04,2.08,15.9,9.21,1296.44,13205.44
2024-09-05,0.31,18.08,7.93,1241.22,8795.06
2024-09-06,0.0,23.01,13.61,1380.56,11324.12
2024-09-07,0.07,21.78,12.71,1234.0,10546.3
2024-09-08,0.16,16.77,11.19,825.22,6804.48
2024-09-09,0.67,16.63,10.22,1237.22,15307.19
2024-09-10,2.57,15.1,8.81,1112.33,8977.97
2024-09-11,1.52,14.71,7.74,1497.44,13772.55
2024-09-12,0.34,14.34,3.86,1525.56,17089.61
2024-09-13,0.63,14.92,2.83,911.78,11901.95
2024-09-14,2.62,17.13,12.97,665.89,3478.52
2024-09-15,2.91,18.06,9.21,1116.22,9014.56
2024-09-16,0.02,19.8,8.68,1470.89,17670.33
2024-09-17,0.04,21.09,10.81,1602.22,15047.95
2024-09-18,0.11,19.31,8.23,1579.22,15923.91
2024-09-19,0.09,20.98,8.38,1485.89,17138.97
2024-09-20,0.02,18.78,8.79,1242.44,10853.19
2024-09-21,1.06,16.68,11.21,549.78,6591.02
2024-09-22,0.44,16.2,12.54,486.22,3913.0
2024-09-23,0.17,14.21,10.9,397.78,3549.77
2024-09-24,0.22,15.31,6.86,1043.0,9395.54
2024-09-25,9.59,12.33,5.33,537.67,4004.52
2024-09-26,13.22,11.09,7.81,310.0,2862.62
2024-09-27,0.94,12.67,6.08,1259.11,10830.08
2024-09-28,0.16,13.88,5.5,915.22,10821.26
2024-09-29,9.88,13.71,8.87,366.78,1728.99
2024-09-30,2.96,14.68,8.91,697.78,6118.62
2024-10-01,0.49,15.96,6.81,1140.33,11198.16
2024-10-02,0.06,15.74,6.16,920.89,8796.32
2024-10-03,0.41,14.99,8.37,807.56,11832.31
2024-10-04,2.76,15.46,12.48,340.22,2309.9
2024-10-05,12.96,15.0,11.92,248.56,1459.26
2024-10-06,3.63,17.13,10.99,967.89,7673.57
2024-10-07,4.46,16.93,11.06,792.22,9055.78
2024-10-08,7.03,15.24,10.16,636.56,7525.73
2024-10-09,0.41,13.82,7.31,721.44,5471.51
2024-10-10,0.27,11.16,2.02,1108.44,14665.77
2024-10-11,0.18,12.19,1.52,1038.44,13933.79
2024-10-12,2.14,12.11,2.09,874.44,9269.86
2024-10-13,2.68,10.08,2.29,315.33,3741.8
2024-10-14,0.08,13.43,4.77,710.78,10264.77
2024-10-15,8.97,15.11,8.84,308.89,4163.2
2024-10-16,4.14,16.49,10.99,409.44,3742.6
2024-10-17,1.18,15.5,8.46,762.89,8412.74
2024-10-18,6.74,15.82,8.86,211.44,1581.78
2024-10-19,0.81,14.59,7.77,836.67,11583.01
2024-10-20,6.97,14.81,11.08,567.0,4004.85
2024-10-21,2.77,14.19,8.46,696.89,10484.7
2024-10-22,0.58,14.8,7.58,667.0,7548.89
2024-10-23,0.09,13.92,7.64,547.78,7227.51
2024-10-24,6.76,15.73,12.07,304.89,3168.13
2024-10-25,3.37,14.77,9.06,382.56,4805.81
2024-10-26,1.7,13.08,4.76,388.22,5484.19
2024-10-27,6.99,14.17,3.37,168.0,2473.35
2024-10-28,1.07,14.78,10.59,424.33,5119.83
2024-10-29,0.27,12.87,9.52,418.44,3809.31
2024-10-30,0.16,12.97,10.63,251.78,4174.26
2024-10-31,0.1,12.64,10.5,258.67,2176.3
2024-11-01,0.04,12.74,10.6,163.78,1819.17
2024-11-02,0.21,11.93,10.31,142.56,1430.09
2024-11-03,0.19,12.72,9.9,173.0,1460.71
2024-11-04,0.18,13.04,7.73,235.56,2420.6
2024-11-05,0.54,14.5,6.88,184.44,1338.31
2024-11-06,0.36,16.78,13.51,275.78,2259.41
2024-11-07,0.27,14.66,12.43,162.67,1985.95
2024-11-08,0.47,13.14,11.34,131.56,1274.7
2024-11-09,0.6,13.26,11.22,161.44,1491.74
2024-11-10,1.2,14.37,6.29,328.33,2920.05
2024-11-11,0.11,11.34,2.93,440.33,6141.95
2024-11-12,0.19,9.14,1.96,367.0,6082.22
2024-11-13,0.34,10.56,3.59,310.67,4975.28
2024-11-14,0.31,13.61,9.33,202.67,1914.98
2024-11-15,0.99,12.93,10.09,232.89,2668.57
2024-11-16,1.03,11.47,6.24,285.11,3837.51
2024-11-17,2.88,10.89,5.94,243.22,2717.52
2024-11-18,11.06,8.11,4.14,99.44,1093.06
2024-11-19,3.84,6.21,-0.61,277.56,2827.01
2024-11-20,1.77,4.63,-1.37,372.22,6857.9
2024-11-21,5.56,4.51,-0.8,288.33,3267.45
2024-11-22,5.38,6.0,-0.27,361.89,5807.5
2024-11-23,34.06,14.82,3.71,145.11,1296.18
2024-11-24,2.88,12.5,7.21,318.11,2160.19
2024-11-25,1.52,8.47,1.84,311.89,5348.17
2024-11-26,0.79,8.49,-1.09,406.11,6341.08
2024-11-27,0.16,4.48,-1.92,347.56,6444.0
2024-11-28,2.51,12.53,0.06,83.11,1179.79
2024-11-29,4.52,13.64,11.74,66.0,678.96
2024-11-30,3.31,14.47,11.64,161.67,1425.95
2024-12-01,1.92,12.66,7.66,211.67,3205.6
2024-12-02,0.29,8.19,0.18,338.0,4983.61
2024-12-03,1.29,8.64,-0.41,207.78,3062.12
2024-12-04,4.7,12.63,3.46,70.33,781.58
2024-12-05,6.32,11.98,5.09,83.11,856.25
2024-12-06,10.62,12.93,3.5,53.11,587.42
2024-12-07,5.59,9.13,4.51,269.33,3598.69
2024-12-08,0.07,7.81,2.59,288.11,4875.38
2024-12-09,0.46,6.73,0.43,309.89,2904.9
2024-12-10,0.0,5.48,-0.08,195.0,1886.66
2024-12-11,0.0,5.0,2.21,99.56,1051.26
2024-12-12,0.06,5.31,3.56,77.22,835.57
2024-12-13,0.36,6.4,2.64,162.0,2397.03
2024-12-14,0.77,10.57,2.54,173.11,2483.2
2024-12-15,0.79,11.8,9.37,157.56,2326.52
2024-12-16,0.38,11.09,7.96,130.78,1589.99
2024-12-17,4.83,13.76,8.37,38.89,505.9
2024-12-18,5.13,13.29,3.86,97.67,996.14
2024-12-19,1.42,7.49,2.39,304.11,4472.53
2024-12-20,2.54,10.2,3.77,211.89,2552.73
2024-12-21,4.28,12.0,3.86,197.44,1460.35
2024-12-22,3.39,7.78,2.9,252.44,2838.85
2024-12-23,2.3,12.09,4.19,75.11,1059.67
2024-12-24,0.43,12.22,10.13,143.33,1381.16
2024-12-25,0.7,11.77,9.47,150.89,1466.08
2024-12-26,1.36,10.21,8.21,121.67,1721.86
2024-12-27,0.62,10.21,7.9,163.89,1475.3
2024-12-28,0.43,9.69,5.93,184.0,2436.63
2024-12-29,0.31,10.53,6.54,169.56,2240.13
2024-12-30,0.81,10.91,8.61,151.0,1896.12
2024-12-31,14.67,11.54,7.49,57.11,237.75
2025-01-01,5.32,8.48,0.86,274.0,3602.09
2025-01-02,0.2,4.38,-2.07,365.89,5458.19
2025-01-03,0.13,4.57,-2.43,342.33,5201.85
2025-01-04,9.71,3.1,-1.79,121.89,1260.87
2025-01-05,15.88,3.46,0.22,70.89,721.69
2025-01-06,4.09,3.9,-0.8,239.33,3666.83
2025-01-07,0.84,4.37,-1.72,335.44,5257.97
2025-01-08,0.04,0.84,-3.87,166.56,1635.51
2025-01-09,0.18,3.38,-4.32,365.0,4160.22
2025-01-10,3.64,5.73,-2.42,195.56,2329.77
2025-01-11,3.22,8.36,1.97,199.22,1991.38
2025-01-12,0.92,11.0,1.56,163.22,3159.07
2025-01-13,4.77,12.12,10.42,74.75,768.9
2025-01-14,0.9,12.23,9.17,137.75,1639.19
2025-01-15,0.1,11.27,5.7,403.25,6229.54
2025-01-16,0.11,10.57,6.31,303.38,5180.64
2025-01-17,0.01,11.37,7.69,285.11,3767.06
2025-01-18,0.0,11.24,7.24,290.67,3532.53
2025-01-19,0.59,9.01,6.81,137.56,2081.52
2025-01-20,1.43,9.29,5.99,195.78,1835.6
2025-01-21,2.57,8.51,3.12,334.67,4058.01
2025-01-22,0.56,7.37,2.48,284.89,2932.8
2025-01-23,15.01,8.97,2.94,300.0,3485.42
2025-01-24,6.98,11.79,0.66,351.89,3916.27
2025-01-25,2.28,5.63,-0.12,334.56,6007.04
2025-01-26,9.42,8.84,0.06,150.33,1626.61
2025-01-27,7.39,8.81,4.71,225.11,2557.53
2025-01-28,2.84,8.9,3.5,310.44,3349.05
2025-01-29,0.33,7.74,0.64,523.78,7987.19
2025-01-30,2.23,8.24,-0.54,437.44,6583.82
2025-01-31,0.2,10.22,1.93,578.78,9792.75
2025-02-01,2.2,10.19,4.14,156.44,1556.08
2025-02-02,8.46,9.89,4.06,481.11,4727.06
2025-02-03,1.12,11.7,6.37,266.67,3358.04
2025-02-04,9.13,11.03,3.32,492.0,6543.19
2025-02-05,0.56,9.67,1.11,635.22,10611.59
2025-02-06,0.01,8.81,-0.13,728.67,11836.48
2025-02-07,0.0,6.21,-0.27,458.78,5290.35
2025-02-08,0.09,5.66,1.13,350.33,3409.08
2025-02-09,0.0,7.17,2.64,199.0,1594.25
2025-02-10,1.83,6.34,3.12,266.33,2345.2
2025-02-11,1.42,5.68,2.9,158.78,1315.94
2025-02-12,1.68,6.72,4.87,205.11,2174.27
2025-02-13,2.94,6.33,3.78,184.22,1263.63
2025-02-14,7.52,7.83,4.12,296.11,2952.21
2025-02-15,3.13,8.78,5.43,213.22,1897.0
2025-02-16,2.7,8.21,5.81,258.22,3643.81
2025-02-17,3.29,7.93,5.38,218.67,2695.32
2025-02-18,2.1,8.91,6.59,237.33,1919.15
2025-02-19,8.37,12.43,6.86,365.78,4198.63
2025-02-20,5.4,13.54,9.69,638.89,3209.13
2025-02-21,13.77,12.66,8.16,503.33,4361.59
2025-02-22,0.72,12.19,6.28,863.67,10994.95
2025-02-23,13.61,13.04,8.21,434.11,2466.07
2025-02-24,3.78,11.1,4.13,792.22,9527.35
2025-02-25,2.79,9.51,3.07,894.89,13383.32
2025-02-26,3.68,8.27,2.6,751.44,10362.81
2025-02-27,0.09,10.34,-0.03,1050.33,15868.06
2025-02-28,0.04,10.26,-0.49,917.78,12776.11
2025-03-01,0.63,10.33,3.39,649.0,10545.65
2025-03-02,0.09,10.78,5.34,573.44,6309.96
2025-03-03,0.02,11.59,4.92,797.44,13404.47
2025-03-04,0.22,10.66,2.93,881.67,11547.39
2025-03-05,0.96,11.47,6.66,556.78,6764.91
2025-03-06,1.47,12.29,6.31,423.44,4426.82
2025-03-07,1.46,11.51,5.59,454.89,4711.24
2025-03-08,0.83,13.38,7.41,618.78,6442.15
2025-03-09,0.03,15.48,5.97,1175.56,15235.77
2025-03-10,0.0,12.88,4.78,878.56,11708.68
2025-03-11,0.06,8.79,1.59,1159.22,12122.1
2025-03-12,0.0,9.49,2.12,1160.11,15129.69
2025-03-13,0.03,9.04,0.68,942.78,11582.36
2025-03-14,0.79,9.36,0.14,993.78,9392.13
2025-03-15,0.0,10.3,-1.99,1326.0,15345.28
2025-03-16,0.03,9.84,3.19,937.33,13529.21
2025-03-17,0.01,8.32,4.94,510.44,5617.93
2025-03-18,0.0,9.67,2.23,888.11,13628.33
2025-03-19,0.0,13.23,0.66,1501.22,21172.67
2025-03-20,0.0,16.11,4.17,1351.89,18698.07
2025-03-21,8.6,14.26,9.02,598.78,6661.1
2025-03-22,6.87,10.58,6.1,479.33,5501.4
2025-03-23,0.02,10.96,3.78,1096.11,10309.92
2025-03-24,0.07,13.08,0.59,1568.89,22107.99
2025-03-25,0.26,13.23,5.12,1028.0,9399.74
2025-03-26,0.24,13.53,4.99,819.33,8162.26
2025-03-27,3.93,13.24,7.37,591.44,6841.71
2025-03-28,2.04,10.11,3.87,1391.0,11610.65
2025-03-29,1.2,13.14,3.84,520.78,5463.96
2025-03-30,0.01,15.07,7.68,1504.44,19825.9
2025-03-31,0.03,16.24,7.59,1274.56,13924.4
2025-04-01,0.03,14.73,6.18,1745.22,16326.53
2025-04-02,0.0,14.49,5.74,1970.56,18925.5
2025-04-03,0.6,15.31,4.94,1748.11,18180.1
2025-04-04,0.12,15.46,9.08,962.11,11308.03
2025-04-05,0.0,14.7,7.12,1959.22,8491.72
2025-04-06,0.02,14.59,4.56,1866.56,11376.45
2025-04-07,0.0,16.92,1.97,2034.0,21244.83
2025-04-08,0.03,17.12,2.81,1992.44,21266.35
2025-04-09,0.0,17.9,2.03,2091.33,21223.35
2025-04-10,0.0,18.31,2.26,2115.89,22347.46
2025-04-11,0.02,18.8,3.14,2139.0,22291.7
2025-04-12,0.59,13.86,3.57,1169.33,13264.67
2025-04-13,2.02,11.49,3.48,1705.0,16903.75
2025-04-14,1.96,12.48,4.26,1637.56,16480.89
2025-04-15,0.49,11.98,3.19,1622.78,31948.01
2025-04-16,9.87,10.18,2.49,1086.33,22363.61
2025-04-17,2.64,12.89,0.09,1630.56,38254.18
2025-04-18,21.24,10.08,6.73,350.33,7494.75
2025-04-19,9.32,10.87,9.06,362.89,9791.27
2025-04-20,3.62,12.47,8.16,791.78,23015.38
2025-04-21,2.92,13.83,6.08,1724.11,38966.84
2025-04-22,11.74,13.0,5.59,729.89,22743.94
2025-04-23,0.17,13.98,7.16,1294.44,25211.62
2025-04-24,6.29,14.54,7.49,1018.78,31151.06
2025-04-25,9.28,14.86,9.57,964.56,19774.15
2025-04-26,0.79,16.29,8.36,2008.11,41679.22
2025-04-27,0.64,16.47,11.49,1142.33,13888.52
2025-04-28,0.1,17.16,10.42,1609.11,41582.9
2025-04-29,0.02,20.27,7.54,2198.0,52772.67
2025-04-30,0.0,22.58,8.42,2423.0,54919.71
2025-05-01,0.0,18.03,8.19,1841.0,46913.24
2025-05-02,0.0,16.06,6.77,2385.44,51132.38
2025-05-03,0.03,16.06,4.94,2056.67,42107.24
2025-05-04,0.0,14.44,3.94,2268.67,46995.45
2025-05-05,0.0,14.03,1.91,2517.67,50715.0
2025-05-06,0.0,16.5,1.82,2605.56,52781.51
2025-05-07,0.0,17.41,4.71,2479.78,50659.74
2025-05-08,0.0,16.4,5.31,2251.78,44524.96
2025-05-09,0.0,17.59,4.37,2463.0,52569.63
2025-05-10,0.01,18.31,5.52,2405.78,55277.47
2025-05-11,0.38,18.03,4.92,1921.67,42512.95
2025-05-12,0.52,17.52,8.72,1536.67,39808.65
2025-05-13,0.39,20.76,10.04,2633.89,52825.9
2025-05-14,0.01,19.1,8.33,2758.22,56976.05
2025-05-15,0.0,20.3,6.66,2777.33,30216.85
2025-05-16,0.0,20.06,6.1,2863.22,29292.66
2025-05-17,0.02,20.92,5.18,2882.78,30004.9
2025-05-18,0.0,20.7,6.19,2866.56,29679.56
2025-05-19,0.08,17.11,5.68,2418.67,24472.31
2025-05-20,2.5,18.1,5.94,1819.0,16415.46
2025-05-21,0.07,20.71,6.68,2772.33,28405.83
2025-05-22,0.0,19.58,5.78,2810.11,28990.22
2025-05-23,3.24,16.94,5.53,1039.22,17641.43
2025-05-24,7.19,17.82,12.14,842.56,8452.62
2025-05-25,3.19,15.08,8.72,2144.78,9384.58
2025-05-26,8.09,14.29,8.27,903.67,11050.69
2025-05-27,7.81,15.28,9.29,1084.11,14782.51
2025-05-28,7.37,17.46,9.66,1939.33,23082.17
2025-05-29,3.99,17.73,13.0,1063.78,5850.86
2025-05-30,0.71,18.92,12.66,2251.44,25230.8
2025-05-31,1.77,17.27,10.33,1888.0,15174.51
2025-06-01,1.53,17.01,8.43,2304.44,16134.29
2025-06-02,10.09,15.99,6.61,1842.33,23262.96
2025-06-03,2.83,14.68,8.11,1950.89,15273.88
2025-06-04,3.86,15.0,6.5,1880.33,22653.59
2025-06-05,4.27,15.61,8.98,1823.44,21785.17
2025-06-06,5.47,15.21,6.98,1815.0,23147.46
2025-06-07,3.09,14.43,7.08,1737.56,22776.08
2025-06-08,1.32,14.38,6.34,1062.89,14119.63
2025-06-09,4.04,14.82,10.5,779.56,13066.84
2025-06-10,0.48,17.72,10.76,2210.0,24188.16
2025-06-11,1.36,18.89,12.02,1592.44,19193.03
2025-06-12,14.26,16.59,13.43,526.56,5593.5
2025-06-13,3.09,19.09,12.9,1993.78,22097.51
2025-06-14,8.53,17.39,10.67,1482.22,15677.06
2025-06-15,0.27,18.97,10.2,1603.89,16656.45
2025-06-16,0.12,19.7,10.86,2175.33,26731.17
2025-06-17,0.62,19.66,12.13,2052.44,22473.32
2025-06-18,0.01,20.58,10.56,2379.0,30421.01
2025-06-19,0.01,23.56,10.73,2648.33,28897.05
2025-06-20,0.17,25.89,14.71,2521.33,26417.44
2025-06-21,0.93,22.1,14.21,2193.78,26147.37
2025-06-22,3.91,17.8,11.32,1664.11,9128.88
2025-06-23,2.28,17.72,11.18,1626.11,12885.81
2025-06-24,3.1,19.06,13.52,1535.56,14498.32
2025-06-25,1.57,18.82,12.92,1197.67,17608.45
2025-06-26,2.58,17.88,11.87,1807.78,19128.58
2025-06-27,2.23,20.04,13.63,773.56,9030.08
2025-06-28,2.13,18.91,12.49,1226.33,11868.03
2025-06-29,0.22,22.4,11.84,1452.56,16801.46
2025-06-30,7.09,19.69,12.77,970.89,15764.34
